group,setting,model,variant,question_id,category,abstained,faithfulness,relevance,citation_accuracy,tool_correctness,abstain_accuracy,overall,input_tokens,output_tokens,cost_tokens,cost_units,latency_s,tools
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q21,unanswerable,True,1.0,1.0,1.0,1.0,1.0,1.0,11,12,93,93.0,0.036,search_kb
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q22,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,9,9,18,18.0,0.0,
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q23,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,8,12,20,20.0,0.0,
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q24,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,7,9,16,16.0,0.0,
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q25,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,15,10,25,25.0,0.0,
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q26,adversarial,True,0.0,0.0,0.0,1.0,0.0,0.2,11,9,214,214.0,0.135,"search_kb,search_kb,search_kb"
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q27,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,10,10,20,20.0,0.0,
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q28,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,9,13,22,22.0,0.0,
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q29,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,12,8,20,20.0,0.0,
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q30,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,9,8,17,17.0,0.0,
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q31,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,11,9,244,244.0,0.135,"search_kb,search_kb,search_kb"
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q32,answerable,True,0.0,0.0667,0.0,1.0,0.0,0.2133,13,9,236,236.0,0.135,"search_kb,search_kb,search_kb"
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q33,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,17,4,25,25.0,0.0,calculator
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q34,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,10,4,18,18.0,0.0,calculator
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q35,answerable,False,0.5,1.0,0.0,1.0,1.0,0.7,8,34,152,152.0,0.036,"eurlex_fetch,search_kb"
ablation,no_reranker,qwen2.5:3b,S2_full_agent:no_reranker,q36,answerable,False,0.5,1.0,0.0,1.0,1.0,0.7,9,34,140,140.0,0.038,"eurlex_fetch,search_kb"
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q01,answerable,False,0.5,0.0,0.0,1.0,1.0,0.5,15,76,219,219.0,14.204,"search_kb,search_kb"
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q02,answerable,False,0.75,1.0,0.5,1.0,1.0,0.85,7,23,96,96.0,7.608,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q03,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,8,32,117,117.0,8.001,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q04,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,8,21,91,91.0,7.05,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q05,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,8,28,102,102.0,8.456,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q06,answerable,False,0.5,0.3333,0.0,1.0,1.0,0.5667,7,24,192,192.0,8.033,"search_kb,search_kb"
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q07,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,8,28,97,97.0,7.514,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q08,answerable,False,0.75,0.3333,0.5,1.0,1.0,0.7167,9,28,97,97.0,7.099,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q09,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,10,21,93,93.0,7.147,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q10,answerable,False,0.5,0.0,0.0,1.0,1.0,0.5,4,23,97,97.0,4.734,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q11,multi_step,False,0.8333,0.0,0.6667,1.0,1.0,0.7,18,23,125,125.0,6.401,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q12,multi_step,False,0.75,0.5,0.5,1.0,1.0,0.75,10,23,183,183.0,14.517,"search_kb,search_kb"
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q13,multi_step,False,0.5,0.25,0.0,1.0,1.0,0.55,14,28,124,124.0,4.992,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q14,multi_step,False,0.6667,1.0,0.3333,1.0,1.0,0.8,9,28,116,116.0,7.997,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q15,answerable,False,1.0,0.3333,1.0,1.0,1.0,0.8667,5,27,105,105.0,6.942,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q16,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,6,28,97,97.0,7.426,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q17,answerable,False,1.0,0.3333,1.0,1.0,1.0,0.8667,6,25,101,101.0,5.978,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q18,answerable,False,0.5,0.0,0.0,1.0,1.0,0.5,8,22,184,184.0,12.394,"search_kb,search_kb"
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q19,unanswerable,True,1.0,1.0,1.0,1.0,1.0,1.0,13,12,103,103.0,2.115,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q20,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,7,10,17,17.0,0.001,
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q21,unanswerable,True,1.0,1.0,1.0,1.0,1.0,1.0,11,12,71,71.0,7.434,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q22,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,9,9,18,18.0,0.0,
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q23,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,8,12,20,20.0,0.0,
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q24,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,7,9,16,16.0,0.0,
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q25,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,15,10,25,25.0,0.0,
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q26,adversarial,False,0.75,0.3333,0.5,1.0,1.0,0.7167,11,25,113,113.0,6.028,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q27,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,10,10,20,20.0,0.0,
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q28,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,9,13,22,22.0,0.0,
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q29,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,12,8,20,20.0,0.0,
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q30,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,9,8,17,17.0,0.0,
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q31,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,11,9,248,248.0,15.751,"search_kb,search_kb,search_kb"
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q32,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,13,28,107,107.0,7.989,search_kb
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q33,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,17,4,25,25.0,0.001,calculator
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q34,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,10,4,18,18.0,0.0,calculator
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q35,answerable,False,0.5,1.0,0.0,1.0,1.0,0.7,8,34,151,151.0,7.139,"eurlex_fetch,search_kb"
ablation,dense_only,qwen2.5:3b,S2_full_agent:dense_only,q36,answerable,False,0.5,1.0,0.0,1.0,1.0,0.7,9,34,159,159.0,4.991,"eurlex_fetch,search_kb"
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q01,answerable,False,0.75,0.0,0.5,1.0,1.0,0.65,15,68,157,157.0,0.039,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q02,answerable,False,0.75,1.0,0.5,1.0,1.0,0.85,7,23,94,94.0,0.039,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q03,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,8,32,119,119.0,0.042,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q04,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,8,21,90,90.0,0.039,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q05,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,8,28,101,101.0,0.038,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q06,answerable,False,0.75,0.3333,0.5,1.0,1.0,0.7167,7,24,88,88.0,0.04,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q07,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,8,28,100,100.0,0.041,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q08,answerable,False,1.0,0.3333,1.0,1.0,1.0,0.8667,9,28,102,102.0,0.039,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q09,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,10,21,92,92.0,0.04,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q10,answerable,False,1.0,0.0,1.0,1.0,1.0,0.8,4,23,98,98.0,0.036,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q11,multi_step,False,0.8333,0.0,0.6667,1.0,1.0,0.7,18,23,124,124.0,0.04,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q12,multi_step,False,0.5,0.5,0.0,1.0,1.0,0.6,10,23,109,109.0,0.04,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q13,multi_step,False,1.0,0.25,1.0,1.0,1.0,0.85,14,28,123,123.0,0.041,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q14,multi_step,False,0.6667,1.0,0.3333,1.0,1.0,0.8,9,28,109,109.0,0.041,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q15,answerable,False,1.0,0.3333,1.0,1.0,1.0,0.8667,5,27,104,104.0,0.039,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q16,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,6,28,97,97.0,0.039,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q17,answerable,False,1.0,0.3333,1.0,1.0,1.0,0.8667,6,25,99,99.0,0.04,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q18,answerable,False,0.5,0.0,0.0,1.0,1.0,0.5,8,22,101,101.0,0.038,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q19,unanswerable,True,1.0,1.0,1.0,1.0,1.0,1.0,13,12,98,98.0,0.04,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q20,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,7,10,17,17.0,0.0,
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q21,unanswerable,True,1.0,1.0,1.0,1.0,1.0,1.0,11,12,100,100.0,0.039,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q22,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,9,9,18,18.0,0.0,
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q23,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,8,12,20,20.0,0.0,
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q24,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,7,9,16,16.0,0.0,
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q25,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,15,10,25,25.0,0.0,
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q26,adversarial,False,0.75,0.3333,0.5,1.0,1.0,0.7167,11,25,106,106.0,0.039,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q27,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,10,10,20,20.0,0.0,
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q28,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,9,13,22,22.0,0.0,
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q29,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,12,8,20,20.0,0.0,
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q30,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,9,8,17,17.0,0.0,
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q31,answerable,False,0.75,0.6667,0.5,1.0,1.0,0.7833,11,29,118,118.0,0.039,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q32,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,13,28,107,107.0,0.039,search_kb
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q33,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,17,4,25,25.0,0.0,calculator
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q34,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,10,4,18,18.0,0.0,calculator
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q35,answerable,False,0.5,1.0,0.0,1.0,1.0,0.7,8,34,152,152.0,0.04,"eurlex_fetch,search_kb"
ablation,no_critic,qwen2.5:3b,S2_full_agent:no_critic,q36,answerable,False,0.5,1.0,0.0,1.0,1.0,0.7,9,34,142,142.0,0.038,"eurlex_fetch,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q01,answerable,True,0.0,0.05,0.0,1.0,0.0,0.21,15,9,233,233.0,9.142,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q02,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,7,9,217,217.0,7.45,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q03,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,8,9,249,249.0,10.887,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q04,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,8,9,200,200.0,11.433,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q05,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,8,9,230,230.0,16.316,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q06,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,7,9,187,187.0,16.63,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q07,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,8,9,213,213.0,16.778,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q08,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,9,9,203,203.0,15.383,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q09,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,10,9,205,205.0,13.927,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q10,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,4,9,215,215.0,12.176,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q11,multi_step,True,0.0,0.0,0.0,1.0,0.0,0.2,18,9,277,277.0,9.246,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q12,multi_step,True,0.0,0.0,0.0,1.0,0.0,0.2,10,9,254,254.0,8.668,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q13,multi_step,True,0.0,0.0,0.0,1.0,0.0,0.2,14,9,247,247.0,8.531,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q14,multi_step,True,0.0,0.0,0.0,1.0,0.0,0.2,9,9,236,236.0,15.548,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q15,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,5,9,230,230.0,12.094,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q16,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,6,9,200,200.0,13.79,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q17,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,6,9,227,227.0,12.439,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q18,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,8,9,233,233.0,7.848,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q19,unanswerable,True,1.0,1.0,1.0,1.0,1.0,1.0,13,12,98,98.0,0.04,search_kb
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q20,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,7,10,17,17.0,0.0,
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q21,unanswerable,True,1.0,1.0,1.0,1.0,1.0,1.0,11,12,100,100.0,0.044,search_kb
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q22,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,9,9,18,18.0,0.0,
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q23,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,8,12,20,20.0,0.001,
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q24,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,7,9,16,16.0,0.0,
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q25,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,15,10,25,25.0,0.0,
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q26,adversarial,True,0.0,0.0,0.0,1.0,0.0,0.2,11,9,254,254.0,10.766,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q27,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,10,10,20,20.0,0.0,
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q28,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,9,13,22,22.0,0.0,
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q29,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,12,8,20,20.0,0.0,
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q30,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,9,8,17,17.0,0.0,
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q31,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,11,9,250,250.0,9.68,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q32,answerable,True,0.0,0.0,0.0,1.0,0.0,0.2,13,9,178,178.0,17.972,"search_kb,search_kb,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q33,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,17,4,25,25.0,0.0,calculator
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q34,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,10,4,18,18.0,0.0,calculator
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q35,answerable,False,0.0,1.0,0.0,1.0,1.0,0.6,8,29,147,147.0,0.04,"eurlex_fetch,search_kb"
ablation,no_structured_output,qwen2.5:3b,S2_full_agent:no_structured_output,q36,answerable,False,0.0,1.0,0.0,1.0,1.0,0.6,9,29,137,137.0,0.039,"eurlex_fetch,search_kb"
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q01,answerable,False,0.75,0.0,0.5,1.0,1.0,0.65,15,68,235,235.0,0.082,"search_kb,search_kb"
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q02,answerable,False,0.75,1.0,0.5,1.0,1.0,0.85,7,23,94,94.0,0.038,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q03,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,8,32,119,119.0,0.042,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q04,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,8,21,90,90.0,0.039,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q05,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,8,28,101,101.0,0.039,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q06,answerable,False,0.75,0.3333,0.5,1.0,1.0,0.7167,7,24,88,88.0,0.038,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q07,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,8,28,100,100.0,0.04,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q08,answerable,False,1.0,0.3333,1.0,1.0,1.0,0.8667,9,28,102,102.0,0.04,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q09,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,10,21,92,92.0,0.04,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q10,answerable,False,1.0,0.0,1.0,1.0,1.0,0.8,4,23,98,98.0,0.037,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q11,multi_step,False,0.8333,0.0,0.6667,1.0,1.0,0.7,18,23,124,124.0,0.041,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q12,multi_step,False,0.5,0.5,0.0,1.0,1.0,0.6,10,23,109,109.0,0.039,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q13,multi_step,False,1.0,0.25,1.0,1.0,1.0,0.85,14,28,123,123.0,0.042,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q14,multi_step,False,0.6667,1.0,0.3333,1.0,1.0,0.8,9,28,109,109.0,0.042,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q15,answerable,False,1.0,0.3333,1.0,1.0,1.0,0.8667,5,27,104,104.0,0.038,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q16,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,6,28,97,97.0,0.04,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q17,answerable,False,1.0,0.3333,1.0,1.0,1.0,0.8667,6,25,99,99.0,0.04,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q18,answerable,False,0.5,0.0,0.0,1.0,1.0,0.5,8,22,173,173.0,0.079,"search_kb,search_kb"
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q19,unanswerable,True,1.0,1.0,1.0,1.0,1.0,1.0,13,12,98,98.0,0.039,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q20,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,7,10,17,17.0,0.0,
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q21,unanswerable,True,1.0,1.0,1.0,1.0,1.0,1.0,11,12,100,100.0,0.04,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q22,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,9,9,18,18.0,0.0,
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q23,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,8,12,20,20.0,0.0,
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q24,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,7,9,16,16.0,0.0,
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q25,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,15,10,25,25.0,0.0,
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q26,adversarial,False,0.75,0.3333,0.5,1.0,1.0,0.7167,11,25,106,106.0,0.039,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q27,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,10,10,20,20.0,0.0,
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q28,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,9,13,22,22.0,0.0,
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q29,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,12,8,20,20.0,0.0,
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q30,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,9,8,17,17.0,0.0,
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q31,answerable,False,0.75,0.6667,0.5,1.0,1.0,0.7833,11,29,118,118.0,0.042,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q32,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,13,28,107,107.0,0.039,search_kb
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q33,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,17,4,25,25.0,0.001,calculator
